"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.667099208E0,-2.757266235E-1,1.213975525E-1,9.785900116E0,9.790536431E0
2.677115208E0,-2.733316040E-1,1.190025330E-1,9.786798248E0,9.791337586E0
2.687130208E0,-2.679428101E-1,1.122665405E-1,9.783205719E0,9.787518136E0
2.697146208E0,-2.728825378E-1,1.169068909E-1,9.783355408E0,9.787858557E0
2.707162208E0,-2.677931213E-1,1.260379028E-1,9.781559143E0,9.786035866E0
2.717177208E0,-2.709365845E-1,1.248403931E-1,9.788594513E0,9.793139144E0
2.727193208E0,-2.782713318E-1,1.161584473E-1,9.784103851E0,9.788749455E0
2.737208208E0,-2.740800476E-1,1.158590698E-1,9.782307587E0,9.786832221E0
2.747224208E0,-2.719844055E-1,1.188528442E-1,9.791139221E0,9.795637231E0
2.757239208E0,-2.686912537E-1,1.134640503E-1,9.781259766E0,9.785607374E0
2.767255208E0,-2.758763123E-1,1.185534668E-1,9.778565369E0,9.783174502E0
2.777270208E0,-2.829116821E-1,1.188528442E-1,9.772877197E0,9.777693682E0
2.787286208E0,-2.742297363E-1,1.269360352E-1,9.780062256E0,9.784729553E0
2.797301208E0,-2.763253784E-1,1.157093811E-1,9.779613190E0,9.784200454E0
2.807317208E0,-2.706372070E-1,1.101708984E-1,9.782307587E0,9.786670723E0
2.817333208E0,-2.757266235E-1,1.234931946E-1,9.786947937E0,9.791609963E0
2.827348208E0,-2.743794250E-1,1.154100037E-1,9.784403229E0,9.788929976E0
2.837364208E0,-2.725831604E-1,1.122665405E-1,9.774074707E0,9.778519404E0
2.847379208E0,-2.755769348E-1,1.128652954E-1,9.786798248E0,9.791327856E0
2.857395208E0,-2.788700867E-1,1.254391479E-1,9.783505096E0,9.788282560E0
2.867410208E0,-2.755769348E-1,1.249900818E-1,9.785301361E0,9.789978953E0
2.877426208E0,-2.764750671E-1,1.194515991E-1,9.790690155E0,9.795321376E0
2.887441208E0,-2.736309814E-1,1.181044006E-1,9.785451050E0,9.789988499E0
2.897457208E0,-2.697390747E-1,1.184037781E-1,9.786648560E0,9.791081077E0
2.907472208E0,-2.787203979E-1,1.196012878E-1,9.783205719E0,9.787905990E0
2.917488208E0,-2.712359619E-1,1.202000427E-1,9.787397003E0,9.791892416E0
2.927504208E0,-2.676434326E-1,1.119671631E-1,9.784403229E0,9.788703499E0
2.937519208E0,-2.769241333E-1,1.264869690E-1,9.780361633E0,9.785098855E0
2.947535208E0,-2.752775574E-1,1.207987976E-1,9.777816925E0,9.782437012E0
2.957550208E0,-2.740800476E-1,1.185534668E-1,9.791139221E0,9.795692015E0
2.967566208E0,-2.824626160E-1,1.213975525E-1,9.787995758E0,9.792823058E0
2.977581208E0,-2.688409424E-1,1.181044006E-1,9.781858521E0,9.786264876E0
2.987597208E0,-2.764750671E-1,1.187031555E-1,9.791139221E0,9.795761132E0
2.997612208E0,-2.773731995E-1,1.191522217E-1,9.774374084E0,9.779034814E0
3.007628208E0,-2.805166626E-1,1.172062683E-1,9.769584045E0,9.774313241E0
3.017643208E0,-2.737806702E-1,1.203497314E-1,9.776020660E0,9.780594045E0
3.027659208E0,-2.725831604E-1,1.237925720E-1,9.786498871E0,9.791076873E0
3.037674208E0,-2.713856506E-1,1.130149841E-1,9.788444824E0,9.792858349E0
3.047690208E0,-2.683918762E-1,1.122665405E-1,9.784253540E0,9.788577798E0
3.057706208E0,-2.618055725E-1,1.107696533E-1,9.786349182E0,9.790477128E0
3.067721208E0,-2.709365845E-1,1.151106262E-1,9.780361633E0,9.784790788E0
3.077737208E0,-2.727328491E-1,1.196012878E-1,9.774823151E0,9.779358634E0
3.087752208E0,-2.806663513E-1,1.181044006E-1,9.780810699E0,9.785549560E0
3.097768208E0,-2.782713318E-1,1.166075134E-1,9.777218170E0,9.781872387E0
3.107783208E0,-2.730322266E-1,1.154100037E-1,9.781708832E0,9.786199147E0
3.117799208E0,-2.770738220E-1,1.164578247E-1,9.783205719E0,9.787821334E0
3.127814208E0,-2.659968567E-1,1.181044006E-1,9.777218170E0,9.781548861E0
3.137830208E0,-2.688409424E-1,1.161584473E-1,9.789792023E0,9.794171536E0
3.147845208E0,-2.761756897E-1,1.237925720E-1,9.791438599E0,9.796114916E0
3.157861208E0,-2.830613708E-1,1.206491089E-1,9.782906342E0,9.787744195E0
3.167877208E0,-2.748284912E-1,1.206491089E-1,9.787097626E0,9.791698874E0
3.177892208E0,-2.674937439E-1,1.202000427E-1,9.788594513E0,9.792986444E0
3.187908208E0,-2.633024597E-1,1.225950623E-1,9.780810699E0,9.785122159E0
3.197923208E0,-2.760260010E-1,1.219963074E-1,9.784403229E0,9.789056134E0
3.207939208E0,-2.679428101E-1,1.152603149E-1,9.786648560E0,9.790994246E0
3.217954208E0,-2.692900085E-1,1.233435059E-1,9.787846069E0,9.792326659E0
3.227970208E0,-2.682421875E-1,1.193019104E-1,9.772278442E0,9.776687208E0
3.237985208E0,-2.631527710E-1,1.227447510E-1,9.787846069E0,9.792152283E0
3.248001208E0,-2.710862732E-1,1.101708984E-1,9.780211945E0,9.784588447E0
3.258016208E0,-2.773731995E-1,1.131646729E-1,9.779164124E0,9.783751483E0
3.268032208E0,-2.764750671E-1,1.188528442E-1,9.788744202E0,9.793369058E0
3.278047208E0,-2.755769348E-1,1.206491089E-1,9.791887665E0,9.796507689E0
3.288063208E0,-2.706372070E-1,1.139131165E-1,9.785001984E0,9.789406750E0
3.298079208E0,-2.691403198E-1,1.133143616E-1,9.784552917E0,9.788909666E0
3.308094208E0,-2.716850281E-1,1.166075134E-1,9.769883423E0,9.774355844E0
3.318110208E0,-2.754272461E-1,1.155596924E-1,9.777667236E0,9.782228314E0
3.328125208E0,-2.799179077E-1,1.157093811E-1,9.785001984E0,9.789688785E0
3.338141208E0,-2.743794250E-1,1.196012878E-1,9.788295135E0,9.792870376E0
3.348156208E0,-2.730322266E-1,1.145118713E-1,9.778864746E0,9.783345813E0
3.358172208E0,-2.739303589E-1,1.179547119E-1,9.785001984E0,9.789546209E0
3.368187208E0,-2.725831604E-1,1.146615601E-1,9.780211945E0,9.784681627E0
3.378203208E0,-2.751278687E-1,1.163081360E-1,9.785451050E0,9.790008947E0
3.388218208E0,-2.739303589E-1,1.194515991E-1,9.791887665E0,9.796446834E0
3.398234208E0,-2.694396973E-1,1.190025330E-1,9.780062256E0,9.784496772E0
3.408249208E0,-2.709365845E-1,1.213975525E-1,9.783355408E0,9.787859165E0
3.418265208E0,-2.731819153E-1,1.146615601E-1,9.784852295E0,9.789336549E0
3.428280208E0,-2.763253784E-1,1.121168518E-1,9.783056030E0,9.787599869E0
3.438296208E0,-2.772235107E-1,1.170565796E-1,9.792935486E0,9.797557887E0
3.448312208E0,-2.682421875E-1,1.143621826E-1,9.786199493E0,9.790543044E0
3.458326625E0,-2.734812927E-1,1.152603149E-1,9.783355408E0,9.787855740E0
3.468342625E0,-2.700384521E-1,1.157093811E-1,9.783355408E0,9.787765448E0
3.478357625E0,-2.636018372E-1,1.169068909E-1,9.787097626E0,9.791344805E0
3.488373625E0,-2.749781799E-1,1.128652954E-1,9.787397003E0,9.791909501E0
3.498388625E0,-2.688409424E-1,1.246907043E-1,9.790390778E0,9.794874925E0
3.508404625E0,-2.731819153E-1,1.212478638E-1,9.780661011E0,9.785226579E0
3.518419625E0,-2.767744446E-1,1.164578247E-1,9.787097626E0,9.791702939E0
3.528435625E0,-2.724334717E-1,1.098715210E-1,9.786199493E0,9.790607350E0
3.538450625E0,-2.728825378E-1,1.172062683E-1,9.790241089E0,9.794744650E0
3.548466625E0,-2.779719543E-1,1.107696533E-1,9.780960388E0,9.785536492E0
3.558481625E0,-2.793191528E-1,1.152603149E-1,9.781858521E0,9.786524421E0
3.568497625E0,-2.704875183E-1,1.206491089E-1,9.785151672E0,9.789632933E0
3.578513625E0,-2.659968567E-1,1.139131165E-1,9.774823151E0,9.779105182E0
3.588528625E0,-2.710862732E-1,1.160087585E-1,9.790989532E0,9.795428619E0
3.598544625E0,-2.718347168E-1,1.188528442E-1,9.789193268E0,9.793688016E0
3.608559625E0,-2.709365845E-1,1.237925720E-1,9.783056030E0,9.787589924E0
3.618575625E0,-2.736309814E-1,1.116677856E-1,9.779014435E0,9.783479285E0
3.628590625E0,-2.746788025E-1,1.200503540E-1,9.785451050E0,9.790041511E0
3.638606625E0,-2.653981018E-1,1.252894592E-1,9.789941711E0,9.794339810E0
3.648621625E0,-2.688409424E-1,1.199006653E-1,9.775272217E0,9.779703397E0
3.658637625E0,-2.706372070E-1,1.133143616E-1,9.779014435E0,9.783414944E0
3.668652625E0,-2.754272461E-1,1.197509766E-1,9.783954163E0,9.788562689E0
3.678668625E0,-2.809657288E-1,1.181044006E-1,9.777667236E0,9.782416214E0
3.688683625E0,-2.758763123E-1,1.166075134E-1,9.779613190E0,9.784198444E0
3.698699625E0,-2.763253784E-1,1.100212097E-1,9.782756653E0,9.787276849E0
3.708715625E0,-2.686912537E-1,1.158590698E-1,9.787846069E0,9.792218798E0
3.718730625E0,-2.794688416E-1,1.194515991E-1,9.786498871E0,9.791217068E0
3.728746625E0,-2.833607483E-1,1.167572021E-1,9.775721283E0,9.780524125E0
3.738761625E0,-2.740800476E-1,1.119671631E-1,9.792785797E0,9.797260341E0
3.748777625E0,-2.754272461E-1,1.137634277E-1,9.782606964E0,9.787144696E0
3.758792625E0,-2.734812927E-1,1.181044006E-1,9.774074707E0,9.778613248E0
3.768808625E0,-2.716850281E-1,1.248403931E-1,9.780211945E0,9.784781222E0
3.778823625E0,-2.751278687E-1,1.118174744E-1,9.782756653E0,9.787263469E0
3.788839625E0,-2.646496582E-1,1.176553345E-1,9.790390778E0,9.794673746E0
3.798854625E0,-2.712359619E-1,1.222956848E-1,9.791887665E0,9.796406955E0
3.808870625E0,-2.734812927E-1,1.073268127E-1,9.782008209E0,9.786418940E0
3.818885625E0,-2.764750671E-1,1.239422607E-1,9.783056030E0,9.787746699E0
3.828901625E0,-2.769241333E-1,1.187031555E-1,9.787696381E0,9.792332605E0
3.838916625E0,-2.749781799E-1,1.149609375E-1,9.784253540E0,9.788791874E0
3.848932625E0,-2.752775574E-1,1.122665405E-1,9.788594513E0,9.793107987E0
3.858948625E0,-2.692900085E-1,1.181044006E-1,9.781409454E0,9.785828359E0
3.868963625E0,-2.655477905E-1,1.197509766E-1,9.781409454E0,9.785746105E0
3.878979625E0,-2.715353394E-1,1.163081360E-1,9.776469727E0,9.780931415E0
3.888994625E0,-2.688409424E-1,1.212478638E-1,9.781708832E0,9.786153696E0
3.899010625E0,-2.730322266E-1,1.133143616E-1,9.778415680E0,9.782883008E0
3.909025625E0,-2.772235107E-1,1.121168518E-1,9.774972839E0,9.779545852E0
3.919041625E0,-2.694396973E-1,1.178050232E-1,9.787247314E0,9.791664096E0
3.929056625E0,-2.718347168E-1,1.193019104E-1,9.775721283E0,9.780227690E0
3.939072625E0,-2.779719543E-1,1.212478638E-1,9.778265991E0,9.782967609E0
3.949087625E0,-2.725831604E-1,1.248403931E-1,9.784103851E0,9.788696281E0
3.959103625E0,-2.751278687E-1,1.131646729E-1,9.786199493E0,9.790720204E0
3.969118625E0,-2.761756897E-1,1.207987976E-1,9.782157898E0,9.786801240E0
3.979134625E0,-2.679428101E-1,1.128652954E-1,9.782157898E0,9.786477664E0
3.989149625E0,-2.736309814E-1,1.080752563E-1,9.783056030E0,9.787478708E0
3.999165625E0,-2.757266235E-1,1.164578247E-1,9.785151672E0,9.789728334E0
4.009181625E0,-2.778222656E-1,1.103205872E-1,9.776320038E0,9.780888984E0
4.019196625E0,-2.788700867E-1,1.203497314E-1,9.770931244E0,9.775650871E0
4.029212625E0,-2.787203979E-1,1.228944397E-1,9.774823151E0,9.779568279E0
4.039227625E0,-2.764750671E-1,1.137634277E-1,9.769733734E0,9.774307025E0
4.049243625E0,-2.778222656E-1,1.158590698E-1,9.782457275E0,9.787087354E0
4.059258625E0,-2.697390747E-1,1.184037781E-1,9.784702606E0,9.789136005E0
4.069274625E0,-2.668949890E-1,1.160087585E-1,9.781409454E0,9.785737677E0
4.079289625E0,-2.740800476E-1,1.191522217E-1,9.774074707E0,9.778642723E0
4.089305625E0,-2.766247559E-1,1.125659180E-1,9.783654785E0,9.788211956E0
4.099320625E0,-2.713856506E-1,1.324745178E-1,9.777068481E0,9.781731327E0
4.109336625E0,-2.746788025E-1,1.209484863E-1,9.777218170E0,9.781823558E0
4.119351625E0,-2.749781799E-1,1.110690308E-1,9.779613190E0,9.784108721E0
4.129367625E0,-2.676434326E-1,1.272354126E-1,9.778265991E0,9.782755627E0
4.139382625E0,-2.728825378E-1,1.151106262E-1,9.776918793E0,9.781403601E0
4.149398625E0,-2.787203979E-1,1.151106262E-1,9.783056030E0,9.787702530E0
4.159413625E0,-2.725831604E-1,1.188528442E-1,9.787247314E0,9.791763762E0
4.169429625E0,-2.743794250E-1,1.155596924E-1,9.781858521E0,9.786388212E0
4.179444625E0,-2.746788025E-1,1.160087585E-1,9.782307587E0,9.786850780E0
4.189460625E0,-2.724334717E-1,1.203497314E-1,9.777068481E0,9.781603761E0
4.199476625E0,-2.821632385E-1,1.200503540E-1,9.778415680E0,9.783222444E0
4.209491625E0,-2.770738220E-1,1.219963074E-1,9.778116302E0,9.782801819E0
4.219507625E0,-2.739303589E-1,1.216969299E-1,9.783954163E0,9.788544684E0
4.229522625E0,-2.677931213E-1,1.182540894E-1,9.794432373E0,9.798806187E0
4.239538625E0,-2.716850281E-1,1.199006653E-1,9.792785797E0,9.797287512E0
4.249553625E0,-2.737806702E-1,1.187031555E-1,9.796827393E0,9.801370989E0
4.259569625E0,-2.739303589E-1,1.188528442E-1,9.788594513E0,9.793147930E0
4.269584625E0,-2.698887634E-1,1.182540894E-1,9.777816925E0,9.782255762E0
4.279600625E0,-2.730322266E-1,1.191522217E-1,9.789492645E0,9.794024204E0
4.289615625E0,-2.764750671E-1,1.103205872E-1,9.776020660E0,9.780551572E0
4.299631625E0,-2.719844055E-1,1.152603149E-1,9.787696381E0,9.792153027E0
4.309646625E0,-2.806663513E-1,1.175056458E-1,9.784702606E0,9.789432377E0
4.319662625E0,-2.721340942E-1,1.112187195E-1,9.783056030E0,9.787472190E0
4.329677625E0,-2.739303589E-1,1.145118713E-1,9.787846069E0,9.792348109E0
4.339693625E0,-2.782713318E-1,1.215472412E-1,9.782157898E0,9.786869868E0
4.349708625E0,-2.692900085E-1,1.137634277E-1,9.784702606E0,9.789068613E0
4.359724625E0,-2.742297363E-1,1.167572021E-1,9.785600739E0,9.790138712E0
4.369740625E0,-2.772235107E-1,1.158590698E-1,9.779463501E0,9.784078013E0
4.379755625E0,-2.746788025E-1,1.142124939E-1,9.782606964E0,9.787128892E0
4.389771625E0,-2.721340942E-1,1.142124939E-1,9.786199493E0,9.790648701E0
4.399786625E0,-2.713856506E-1,1.151106262E-1,9.775571594E0,9.780015369E0
4.409802625E0,-2.749781799E-1,1.131646729E-1,9.777218170E0,9.781738822E0
4.419817625E0,-2.775228882E-1,1.184037781E-1,9.787247314E0,9.791897079E0
4.429833625E0,-2.730322266E-1,1.146615601E-1,9.788594513E0,9.793072879E0
4.439848625E0,-2.733316040E-1,1.148112488E-1,9.792486420E0,9.796973107E0
4.449864625E0,-2.700384521E-1,1.181044006E-1,9.779912567E0,9.784352776E0
4.459883500E0,-2.802172852E-1,1.215472412E-1,9.771230621E0,9.776003443E0
4.469899500E0,-2.731819153E-1,1.160087585E-1,9.787696381E0,9.792195200E0
4.479914500E0,-2.670446777E-1,1.182540894E-1,9.791737976E0,9.796092562E0
4.489930500E0,-2.749781799E-1,1.221459961E-1,9.782008209E0,9.786634623E0
4.499945500E0,-2.691403198E-1,1.103205872E-1,9.778565369E0,9.782890565E0
4.509961500E0,-2.745291138E-1,1.143621826E-1,9.786349182E0,9.790866931E0
4.519976500E0,-2.733316040E-1,1.158590698E-1,9.783056030E0,9.787559388E0
4.529992500E0,-2.655477905E-1,1.218466187E-1,9.786049805E0,9.790410257E0
4.540008500E0,-2.698887634E-1,1.284329224E-1,9.780810699E0,9.785376482E0
4.550023500E0,-2.745291138E-1,1.196012878E-1,9.778415680E0,9.782999740E0
4.560039500E0,-2.730322266E-1,1.164578247E-1,9.783505096E0,9.788006998E0
4.570054500E0,-2.718347168E-1,1.121168518E-1,9.787546692E0,9.791962753E0
4.580070500E0,-2.770738220E-1,1.179547119E-1,9.793384552E0,9.798013278E0
4.590085500E0,-2.743794250E-1,1.091230774E-1,9.780661011E0,9.785117359E0
4.600101500E0,-2.779719543E-1,1.124162292E-1,9.774074707E0,9.778672824E0
4.610116500E0,-2.689906311E-1,1.167572021E-1,9.788444824E0,9.792836171E0
4.620132500E0,-2.727328491E-1,1.209484863E-1,9.784403229E0,9.788950827E0
4.630147500E0,-2.697390747E-1,1.107696533E-1,9.783355408E0,9.787700042E0
4.640163500E0,-2.724334717E-1,1.121168518E-1,9.784103851E0,9.788538111E0
4.650178500E0,-2.694396973E-1,1.230441284E-1,9.788295135E0,9.792775871E0
4.660194500E0,-2.715353394E-1,1.236428833E-1,9.781110077E0,9.785659576E0
4.670209500E0,-2.799179077E-1,1.166075134E-1,9.791588287E0,9.796282588E0
4.680225500E0,-2.746788025E-1,1.070274353E-1,9.783505096E0,9.787945407E0
4.690240500E0,-2.706372070E-1,1.143621826E-1,9.782756653E0,9.787167667E0
4.700256500E0,-2.700384521E-1,1.140628052E-1,9.788893890E0,9.793282120E0
4.710271500E0,-2.758763123E-1,1.233435059E-1,9.783205719E0,9.787871858E0
4.720287500E0,-2.769241333E-1,1.179547119E-1,9.779164124E0,9.783795339E0
4.730303500E0,-2.703378296E-1,1.167572021E-1,9.783804474E0,9.788235018E0
4.740318500E0,-2.712359619E-1,1.225950623E-1,9.788744202E0,9.793268685E0
4.750334500E0,-2.788700867E-1,1.161584473E-1,9.781559143E0,9.786222999E0
4.760349500E0,-2.713856506E-1,1.199006653E-1,9.788594513E0,9.793089854E0
4.770365500E0,-2.700384521E-1,1.199006653E-1,9.779762878E0,9.784225002E0
4.780380500E0,-2.725831604E-1,1.145118713E-1,9.780361633E0,9.784829494E0
4.790396500E0,-2.698887634E-1,1.175056458E-1,9.783355408E0,9.787782719E0
4.800411500E0,-2.668949890E-1,1.146615601E-1,9.787397003E0,9.791706711E0
4.810427500E0,-2.715353394E-1,1.140628052E-1,9.765991516E0,9.770431518E0
4.820442500E0,-2.683918762E-1,1.188528442E-1,9.780511322E0,9.784915018E0
4.830458500E0,-2.776725769E-1,1.190025330E-1,9.780211945E0,9.784876563E0
4.840473500E0,-2.727328491E-1,1.175056458E-1,9.794731750E0,9.799232666E0
4.850489500E0,-2.701881409E-1,1.210981750E-1,9.789043579E0,9.793520337E0
4.860504500E0,-2.737806702E-1,1.158590698E-1,9.784253540E0,9.788768897E0
4.870520500E0,-2.761756897E-1,1.193019104E-1,9.784253540E0,9.788877530E0
4.880535500E0,-2.776725769E-1,1.173559570E-1,9.793384552E0,9.798023039E0
4.890551500E0,-2.781216431E-1,1.094224548E-1,9.783205719E0,9.787769872E0
4.900566500E0,-2.797682190E-1,1.202000427E-1,9.783654785E0,9.788392067E0
4.910582500E0,-2.680924988E-1,1.125659180E-1,9.780661011E0,9.784982089E0
4.920597500E0,-2.683918762E-1,1.191522217E-1,9.785750427E0,9.790155406E0
4.930613500E0,-2.661465454E-1,1.106199646E-1,9.781409454E0,9.785654892E0
4.940629500E0,-2.655477905E-1,1.197509766E-1,9.782157898E0,9.786494217E0
4.950644500E0,-2.703378296E-1,1.139131165E-1,9.780960388E0,9.785358698E0
4.960660500E0,-2.716850281E-1,1.124162292E-1,9.782157898E0,9.786575668E0
4.970675500E0,-2.790197754E-1,1.175056458E-1,9.786947937E0,9.791629565E0
4.980691500E0,-2.778222656E-1,1.175056458E-1,9.788295135E0,9.792942073E0
4.990706500E0,-2.656974792E-1,1.249900818E-1,9.792037354E0,9.796438802E0
5.000722500E0,-2.683918762E-1,1.173559570E-1,9.783954163E0,9.788338249E0
5.010737500E0,-2.791694641E-1,1.204994202E-1,9.778265991E0,9.782992461E0
5.020753500E0,-2.689906311E-1,1.142124939E-1,9.781259766E0,9.785624306E0
5.030768500E0,-2.642005920E-1,1.182540894E-1,9.777517548E0,9.781801234E0
5.040784500E0,-2.788700867E-1,1.222956848E-1,9.786199493E0,9.790935874E0
5.050799500E0,-2.757266235E-1,1.124162292E-1,9.781708832E0,9.786239842E0
5.060815500E0,-2.766247559E-1,1.193019104E-1,9.785750427E0,9.790386388E0
5.070830500E0,-2.743794250E-1,1.234931946E-1,9.786049805E0,9.790674411E0
5.080846500E0,-2.793191528E-1,1.194515991E-1,9.776469727E0,9.781188485E0
5.090861500E0,-2.646496582E-1,1.203497314E-1,9.778116302E0,9.782437422E0
5.100877500E0,-2.636018372E-1,1.236428833E-1,9.783804474E0,9.788135853E0
5.110892500E0,-2.697390747E-1,1.103205872E-1,9.781409454E0,9.785749880E0
5.120908500E0,-2.734812927E-1,1.254391479E-1,9.771679688E0,9.776310700E0
5.130924500E0,-2.703378296E-1,1.200503540E-1,9.776469727E0,9.780943459E0
5.140939500E0,-2.683918762E-1,1.154100037E-1,9.772727509E0,9.777093465E0
5.150955500E0,-2.686912537E-1,1.149609375E-1,9.777367859E0,9.781734675E0
5.160970500E0,-2.788700867E-1,1.248403931E-1,9.771679688E0,9.776455266E0
5.170986500E0,-2.728825378E-1,1.173559570E-1,9.777816925E0,9.782328001E0
5.181001500E0,-2.715353394E-1,1.240919495E-1,9.783355408E0,9.787909546E0
5.191017500E0,-2.727328491E-1,1.158590698E-1,9.776320038E0,9.780809783E0
5.201032500E0,-2.754272461E-1,1.176553345E-1,9.788444824E0,9.793025836E0
5.211048500E0,-2.767744446E-1,1.154100037E-1,9.782606964E0,9.787201979E0
5.221063500E0,-2.751278687E-1,1.204994202E-1,9.777218170E0,9.781830637E0
5.231079500E0,-2.745291138E-1,1.167572021E-1,9.783804474E0,9.788351672E0
5.241094500E0,-2.806663513E-1,1.172062683E-1,9.790540466E0,9.795263832E0
5.251110500E0,-2.668949890E-1,1.206491089E-1,9.781708832E0,9.786093031E0
5.261125500E0,-2.766247559E-1,1.172062683E-1,9.788145447E0,9.792754967E0
5.271141500E0,-2.757266235E-1,1.145118713E-1,9.787397003E0,9.791949665E0
5.281156500E0,-2.707868958E-1,1.207987976E-1,9.784852295E0,9.789343815E0
5.291172500E0,-2.682421875E-1,1.194515991E-1,9.780960388E0,9.785367069E0
5.301187500E0,-2.728825378E-1,1.182540894E-1,9.780960388E0,9.785480827E0
5.311203500E0,-2.743794250E-1,1.181044006E-1,9.787546692E0,9.792104113E0
5.321218500E0,-2.701881409E-1,1.179547119E-1,9.779613190E0,9.784055861E0
